sample_ix,target_role,prob,prob_unrounded,prompt_ix,prompt_key,base_message_ix,base_message_type,token_in_prompt_ix,token,token_ix,layer_ix,role_space,seg_ix,token_in_seg_ix,original_token_in_prompt_ix
2579,assistant,0.99964607,0.99964607,2,proper_tags,6.0,assistant,741, right,1836,12,suca,7,43,741
2580,assistant,0.9998223,0.9998223,2,proper_tags,6.0,assistant,742, light,1837,12,suca,7,44,742
2581,assistant,0.99999297,0.99999297,2,proper_tags,6.0,assistant,743, inside,1838,12,suca,7,45,743
2582,assistant,0.9999947,0.99999475,2,proper_tags,6.0,assistant,744,.,1839,12,suca,7,46,744
2583,assistant,0.9998122,0.9998122,2,proper_tags,6.0,assistant,745,"  
",1840,12,suca,7,47,745
2584,assistant,0.9992112,0.9992112,2,proper_tags,6.0,assistant,746,-,1841,12,suca,7,48,746
2585,assistant,0.9997348,0.9997348,2,proper_tags,6.0,assistant,747, **,1842,12,suca,7,49,747
2586,assistant,0.9999628,0.9999628,2,proper_tags,6.0,assistant,748,When,1843,12,suca,7,50,748
2587,assistant,0.99998856,0.99998856,2,proper_tags,6.0,assistant,749, to,1844,12,suca,7,51,749
2588,assistant,0.9999711,0.99997115,2,proper_tags,6.0,assistant,750, plant,1845,12,suca,7,52,750
2589,assistant,0.999994,0.99999404,2,proper_tags,6.0,assistant,751,:**,1846,12,suca,7,53,751
2590,assistant,0.999997,0.999997,2,proper_tags,6.0,assistant,752,"  
",1847,12,suca,7,54,752
2591,assistant,0.99955595,0.9995559,2,proper_tags,6.0,assistant,753, ,1848,12,suca,7,55,753
2592,assistant,0.99999034,0.99999034,2,proper_tags,6.0,assistant,754, -,1849,12,suca,7,56,754
2593,assistant,0.99946445,0.99946445,2,proper_tags,6.0,assistant,755, **,1850,12,suca,7,57,755
2594,assistant,0.99994135,0.99994135,2,proper_tags,6.0,assistant,756,Last,1851,12,suca,7,58,756
2595,assistant,0.9999993,0.9999993,2,proper_tags,6.0,assistant,757, frost,1852,12,suca,7,59,757
2596,assistant,0.99996376,0.99996376,2,proper_tags,6.0,assistant,758, date,1853,12,suca,7,60,758
2597,assistant,0.99991167,0.99991167,2,proper_tags,6.0,assistant,759,:**,1854,12,suca,7,61,759
2598,assistant,0.9999616,0.9999616,2,proper_tags,6.0,assistant,760, mid,1855,12,suca,7,62,760
2599,assistant,0.99998534,0.99998534,2,proper_tags,6.0,assistant,761,‑,1856,12,suca,7,63,761
2600,assistant,0.99999774,0.99999774,2,proper_tags,6.0,assistant,762,March,1857,12,suca,7,64,762
2601,assistant,0.99997663,0.99997663,2,proper_tags,6.0,assistant,763, (,1858,12,suca,7,65,763
2602,assistant,0.9755102,0.9755102,2,proper_tags,6.0,assistant,764,≈,1859,12,suca,7,66,764
2603,assistant,0.9995782,0.9995782,2,proper_tags,6.0,assistant,765,March,1860,12,suca,7,67,765
2604,assistant,0.99972814,0.99972814,2,proper_tags,6.0,assistant,766, ,1861,12,suca,7,68,766
2605,assistant,0.9996801,0.99968004,2,proper_tags,6.0,assistant,767,15,1862,12,suca,7,69,767
2606,assistant,0.99895287,0.99895287,2,proper_tags,6.0,assistant,768,‑,1863,12,suca,7,70,768
2607,assistant,0.99997985,0.99997985,2,proper_tags,6.0,assistant,769,20,1864,12,suca,7,71,769
2608,assistant,0.9999597,0.9999597,2,proper_tags,6.0,assistant,770,).,1865,12,suca,7,72,770
2609,assistant,0.99999535,0.99999535,2,proper_tags,6.0,assistant,771,"  
",1866,12,suca,7,73,771
2610,assistant,0.99050325,0.9905033,2,proper_tags,6.0,assistant,772, ,1867,12,suca,7,74,772
2611,assistant,0.9998869,0.9998869,2,proper_tags,6.0,assistant,773, -,1868,12,suca,7,75,773
2612,assistant,0.9996381,0.9996381,2,proper_tags,6.0,assistant,774, **,1869,12,suca,7,76,774
2613,assistant,0.9987573,0.99875724,2,proper_tags,6.0,assistant,775,Plant,1870,12,suca,7,77,775
2614,assistant,0.9999919,0.9999919,2,proper_tags,6.0,assistant,776,:**,1871,12,suca,7,78,776
2615,assistant,0.989417,0.989417,2,proper_tags,6.0,assistant,777, ,1872,12,suca,7,79,777
2616,assistant,0.96954054,0.96954054,2,proper_tags,6.0,assistant,778,1,1873,12,suca,7,80,778
2617,assistant,0.9998441,0.9998441,2,proper_tags,6.0,assistant,779,–,1874,12,suca,7,81,779
2618,assistant,0.9984005,0.9984005,2,proper_tags,6.0,assistant,780,2,1875,12,suca,7,82,780
2619,assistant,0.99673486,0.9967349,2,proper_tags,6.0,assistant,781, ,1876,12,suca,7,83,781
2620,assistant,0.99975973,0.99975973,2,proper_tags,6.0,assistant,782,weeks,1877,12,suca,7,84,782
2621,assistant,0.9998579,0.9998579,2,proper_tags,6.0,assistant,783, after,1878,12,suca,7,85,783
2622,assistant,0.99999,0.99999,2,proper_tags,6.0,assistant,784, that,1879,12,suca,7,86,784
2623,assistant,0.9999813,0.9999813,2,proper_tags,6.0,assistant,785,",",1880,12,suca,7,87,785
2624,assistant,0.9994118,0.9994118,2,proper_tags,6.0,assistant,786, when,1881,12,suca,7,88,786
2625,assistant,0.99979895,0.99979895,2,proper_tags,6.0,assistant,787, the,1882,12,suca,7,89,787
2626,assistant,0.9995308,0.9995308,2,proper_tags,6.0,assistant,788, soil,1883,12,suca,7,90,788
2627,assistant,0.9999828,0.99998283,2,proper_tags,6.0,assistant,789, is,1884,12,suca,7,91,789
2628,assistant,0.99999905,0.99999905,2,proper_tags,6.0,assistant,790, >,1885,12,suca,7,92,790
2629,assistant,0.99999946,0.9999994,2,proper_tags,6.0,assistant,791,55,1886,12,suca,7,93,791
2630,assistant,0.9999939,0.9999939,2,proper_tags,6.0,assistant,792, ,1887,12,suca,7,94,792
2631,assistant,0.99999154,0.99999154,2,proper_tags,6.0,assistant,793,°F,1888,12,suca,7,95,793
2632,assistant,0.99999493,0.999995,2,proper_tags,6.0,assistant,794, (,1889,12,suca,7,96,794
2633,assistant,0.9999336,0.9999336,2,proper_tags,6.0,assistant,795,13,1890,12,suca,7,97,795
2634,assistant,0.999856,0.999856,2,proper_tags,6.0,assistant,796, ,1891,12,suca,7,98,796
2635,assistant,0.9999402,0.9999403,2,proper_tags,6.0,assistant,797,°C,1892,12,suca,7,99,797
2636,assistant,0.9999992,0.99999917,2,proper_tags,6.0,assistant,798,).,1893,12,suca,7,100,798
2637,assistant,0.9999969,0.9999969,2,proper_tags,6.0,assistant,799,"  
",1894,12,suca,7,101,799
2638,assistant,0.999997,0.999997,2,proper_tags,6.0,assistant,800,-,1895,12,suca,7,102,800
2639,assistant,0.999948,0.999948,2,proper_tags,6.0,assistant,801, **,1896,12,suca,7,103,801
2640,assistant,0.9999734,0.9999734,2,proper_tags,6.0,assistant,802,Quick,1897,12,suca,7,104,802
2641,assistant,0.99999905,0.99999905,2,proper_tags,6.0,assistant,803, tips,1898,12,suca,7,105,803
2642,assistant,0.9999988,0.9999988,2,proper_tags,6.0,assistant,804,:**,1899,12,suca,7,106,804
2643,assistant,0.9999936,0.99999356,2,proper_tags,6.0,assistant,805,"  
",1900,12,suca,7,107,805
2644,assistant,0.97787696,0.97787696,2,proper_tags,6.0,assistant,806, ,1901,12,suca,7,108,806
2645,assistant,0.99997514,0.9999751,2,proper_tags,6.0,assistant,807, ,1902,12,suca,7,109,807
2646,assistant,0.9999963,0.9999963,2,proper_tags,6.0,assistant,808,1,1903,12,suca,7,110,808
2647,assistant,0.99989176,0.99989176,2,proper_tags,6.0,assistant,809,.,1904,12,suca,7,111,809
2648,assistant,0.99992776,0.99992776,2,proper_tags,6.0,assistant,810, Use,1905,12,suca,7,112,810
2649,assistant,0.9989882,0.9989882,2,proper_tags,6.0,assistant,811, a,1906,12,suca,7,113,811
2650,assistant,0.99999833,0.99999833,2,proper_tags,6.0,assistant,812, **,1907,12,suca,7,114,812
2651,assistant,0.99999774,0.99999774,2,proper_tags,6.0,assistant,813,raised,1908,12,suca,7,115,813
2652,assistant,0.9999716,0.9999716,2,proper_tags,6.0,assistant,814, bed,1909,12,suca,7,116,814
2653,assistant,0.9999664,0.9999664,2,proper_tags,6.0,assistant,815, or,1910,12,suca,7,117,815
2654,assistant,0.9645988,0.9645988,2,proper_tags,6.0,assistant,816, large,1911,12,suca,7,118,816
2655,assistant,0.9999368,0.9999368,2,proper_tags,6.0,assistant,817, container,1912,12,suca,7,119,817
2656,assistant,0.9999944,0.9999944,2,proper_tags,6.0,assistant,818,**,1913,12,suca,7,120,818
2657,assistant,0.9999434,0.9999434,2,proper_tags,6.0,assistant,819, (,1914,12,suca,7,121,819
2658,assistant,0.99960107,0.99960107,2,proper_tags,6.0,assistant,820,12,1915,12,suca,7,122,820
2659,assistant,0.99965835,0.99965835,2,proper_tags,6.0,assistant,821,‑,1916,12,suca,7,123,821
2660,assistant,0.9999888,0.9999888,2,proper_tags,6.0,assistant,822,18,1917,12,suca,7,124,822
2661,assistant,0.9999914,0.9999914,2,proper_tags,6.0,assistant,823, ,1918,12,suca,7,125,823
2662,assistant,0.9999441,0.9999441,2,proper_tags,6.0,assistant,824,in,1919,12,suca,7,126,824
2663,assistant,0.9999869,0.9999869,2,proper_tags,6.0,assistant,825, deep,1920,12,suca,7,127,825
2664,assistant,0.9999963,0.9999963,2,proper_tags,6.0,assistant,826,).,1921,12,suca,7,128,826
2665,assistant,0.9999952,0.99999523,2,proper_tags,6.0,assistant,827,"  
",1922,12,suca,7,129,827
2666,assistant,0.99258375,0.99258375,2,proper_tags,6.0,assistant,828, ,1923,12,suca,7,130,828
2667,assistant,0.9999908,0.9999908,2,proper_tags,6.0,assistant,829, ,1924,12,suca,7,131,829
2668,assistant,0.9999969,0.9999969,2,proper_tags,6.0,assistant,830,2,1925,12,suca,7,132,830
2669,assistant,0.9999682,0.9999682,2,proper_tags,6.0,assistant,831,.,1926,12,suca,7,133,831
2670,assistant,0.9999952,0.99999523,2,proper_tags,6.0,assistant,832, Keep,1927,12,suca,7,134,832
2671,assistant,0.99998486,0.99998486,2,proper_tags,6.0,assistant,833, soil,1928,12,suca,7,135,833
2672,assistant,0.9998754,0.9998754,2,proper_tags,6.0,assistant,834, loose,1929,12,suca,7,136,834
2673,assistant,0.9999858,0.9999858,2,proper_tags,6.0,assistant,835, &,1930,12,suca,7,137,835
2674,assistant,0.9999828,0.99998283,2,proper_tags,6.0,assistant,836, rich,1931,12,suca,7,138,836
2675,assistant,0.9999864,0.9999864,2,proper_tags,6.0,assistant,837, (,1932,12,suca,7,139,837
2676,assistant,0.99998546,0.99998546,2,proper_tags,6.0,assistant,838,add,1933,12,suca,7,140,838
2677,assistant,0.9999112,0.9999112,2,proper_tags,6.0,assistant,839, compost,1934,12,suca,7,141,839
2678,assistant,0.9998274,0.9998274,2,proper_tags,6.0,assistant,840,",",1935,12,suca,7,142,840
2679,assistant,0.9994475,0.9994475,2,proper_tags,6.0,assistant,841, ,1936,12,suca,7,143,841
2680,assistant,0.9992728,0.99927276,2,proper_tags,6.0,assistant,842,½,1937,12,suca,7,144,842
2681,assistant,0.9999108,0.99991083,2,proper_tags,6.0,assistant,843, cup,1938,12,suca,7,145,843
2682,assistant,0.99876267,0.9987626,2,proper_tags,6.0,assistant,844, per,1939,12,suca,7,146,844
2683,assistant,0.99690026,0.9969002,2,proper_tags,6.0,assistant,845, square,1940,12,suca,7,147,845
2684,assistant,0.9999805,0.99998045,2,proper_tags,6.0,assistant,846, foot,1941,12,suca,7,148,846
2685,assistant,0.99999976,0.99999976,2,proper_tags,6.0,assistant,847,).,1942,12,suca,7,149,847
2686,assistant,0.99999994,0.9999999,2,proper_tags,6.0,assistant,848,"  
",1943,12,suca,7,150,848
2687,assistant,0.99999875,0.9999987,2,proper_tags,6.0,assistant,849, ,1944,12,suca,7,151,849
2688,assistant,0.99993384,0.99993384,2,proper_tags,6.0,assistant,850, ,1945,12,suca,7,152,850
2689,assistant,0.9999997,0.99999964,2,proper_tags,6.0,assistant,851,3,1946,12,suca,7,153,851
2690,assistant,0.99987125,0.99987125,2,proper_tags,6.0,assistant,852,.,1947,12,suca,7,154,852
2691,assistant,0.9999952,0.99999523,2,proper_tags,6.0,assistant,853, Water,1948,12,suca,7,155,853
2692,assistant,0.9999927,0.9999927,2,proper_tags,6.0,assistant,854, ,1949,12,suca,7,156,854
2693,assistant,0.9999993,0.9999993,2,proper_tags,6.0,assistant,855,1,1950,12,suca,7,157,855
2694,assistant,1.0,1.0,2,proper_tags,6.0,assistant,856,–,1951,12,suca,7,158,856
2695,assistant,0.99999774,0.99999774,2,proper_tags,6.0,assistant,857,2,1952,12,suca,7,159,857
2696,assistant,0.9999846,0.9999846,2,proper_tags,6.0,assistant,858, ,1953,12,suca,7,160,858
2697,assistant,0.9999683,0.9999683,2,proper_tags,6.0,assistant,859,in,1954,12,suca,7,161,859
2698,assistant,0.9999851,0.9999851,2,proper_tags,6.0,assistant,860,ches,1955,12,suca,7,162,860
2699,assistant,0.9999479,0.9999479,2,proper_tags,6.0,assistant,861, per,1956,12,suca,7,163,861
2700,assistant,0.9999956,0.9999956,2,proper_tags,6.0,assistant,862, week,1957,12,suca,7,164,862
2701,assistant,0.99999976,0.99999976,2,proper_tags,6.0,assistant,863, (,1958,12,suca,7,165,863
2702,assistant,0.9999968,0.9999968,2,proper_tags,6.0,assistant,864,more,1959,12,suca,7,166,864
2703,assistant,0.99999875,0.9999987,2,proper_tags,6.0,assistant,865, on,1960,12,suca,7,167,865
2704,assistant,0.9999924,0.9999924,2,proper_tags,6.0,assistant,866, hot,1961,12,suca,7,168,866
2705,assistant,0.99990267,0.9999026,2,proper_tags,6.0,assistant,867, days,1962,12,suca,7,169,867
2706,assistant,1.0,1.0,2,proper_tags,6.0,assistant,868,).,1963,12,suca,7,170,868
2707,assistant,1.0,1.0,2,proper_tags,6.0,assistant,869,"  
",1964,12,suca,7,171,869
2708,assistant,0.99999976,0.99999976,2,proper_tags,6.0,assistant,870, ,1965,12,suca,7,172,870
2709,assistant,0.9999876,0.9999876,2,proper_tags,6.0,assistant,871, ,1966,12,suca,7,173,871
2710,assistant,1.0,1.0,2,proper_tags,6.0,assistant,872,4,1967,12,suca,7,174,872
2711,assistant,0.99998343,0.99998343,2,proper_tags,6.0,assistant,873,.,1968,12,suca,7,175,873
2712,assistant,0.99998415,0.99998415,2,proper_tags,6.0,assistant,874, Mul,1969,12,suca,7,176,874
2713,assistant,0.99999994,0.9999999,2,proper_tags,6.0,assistant,875,ch,1970,12,suca,7,177,875
2714,assistant,0.99998903,0.99998903,2,proper_tags,6.0,assistant,876, with,1971,12,suca,7,178,876
2715,assistant,0.9999161,0.9999161,2,proper_tags,6.0,assistant,877, straw,1972,12,suca,7,179,877
2716,assistant,0.9999703,0.9999703,2,proper_tags,6.0,assistant,878, or,1973,12,suca,7,180,878
2717,assistant,0.99976856,0.99976856,2,proper_tags,6.0,assistant,879, wood,1974,12,suca,7,181,879
2718,assistant,0.9999558,0.9999558,2,proper_tags,6.0,assistant,880, chips,1975,12,suca,7,182,880
2719,assistant,0.99997425,0.99997425,2,proper_tags,6.0,assistant,881, to,1976,12,suca,7,183,881
2720,assistant,0.9991936,0.9991936,2,proper_tags,6.0,assistant,882, keep,1977,12,suca,7,184,882
2721,assistant,0.9992329,0.9992329,2,proper_tags,6.0,assistant,883, soil,1978,12,suca,7,185,883
2722,assistant,0.999984,0.999984,2,proper_tags,6.0,assistant,884, cool,1979,12,suca,7,186,884
2723,assistant,1.0,1.0,2,proper_tags,6.0,assistant,885,.,1980,12,suca,7,187,885
2724,assistant,1.0,1.0,2,proper_tags,6.0,assistant,886,"  
",1981,12,suca,7,188,886
2725,assistant,1.0,1.0,2,proper_tags,6.0,assistant,887, ,1982,12,suca,7,189,887
2726,assistant,0.9999913,0.9999913,2,proper_tags,6.0,assistant,888, ,1983,12,suca,7,190,888
2727,assistant,1.0,1.0,2,proper_tags,6.0,assistant,889,5,1984,12,suca,7,191,889
2728,assistant,0.9999733,0.9999733,2,proper_tags,6.0,assistant,890,.,1985,12,suca,7,192,890
2729,assistant,0.999276,0.999276,2,proper_tags,6.0,assistant,891, Stake,1986,12,suca,7,193,891
2730,assistant,0.999863,0.999863,2,proper_tags,6.0,assistant,892, or,1987,12,suca,7,194,892
2731,assistant,0.9996383,0.9996383,2,proper_tags,6.0,assistant,893, cage,1988,12,suca,7,195,893
2732,assistant,0.99998814,0.9999882,2,proper_tags,6.0,assistant,894, early,1989,12,suca,7,196,894
2733,assistant,0.9999993,0.9999993,2,proper_tags,6.0,assistant,895,",",1990,12,suca,7,197,895
2734,assistant,0.9999951,0.9999951,2,proper_tags,6.0,assistant,896, prune,1991,12,suca,7,198,896
2735,assistant,0.9999871,0.9999871,2,proper_tags,6.0,assistant,897, a,1992,12,suca,7,199,897
2736,assistant,0.99996233,0.99996233,2,proper_tags,6.0,assistant,898, few,1993,12,suca,7,200,898
2737,assistant,0.99986064,0.99986064,2,proper_tags,6.0,assistant,899, suck,1994,12,suca,7,201,899
2738,assistant,0.99999535,0.99999535,2,proper_tags,6.0,assistant,900,ers,1995,12,suca,7,202,900
2739,assistant,0.9999997,0.99999964,2,proper_tags,6.0,assistant,901,",",1996,12,suca,7,203,901
2740,assistant,0.99999994,0.9999999,2,proper_tags,6.0,assistant,902, fertil,1997,12,suca,7,204,902
2741,assistant,0.99999994,0.9999999,2,proper_tags,6.0,assistant,903,ize,1998,12,suca,7,205,903
2742,assistant,0.99999833,0.99999833,2,proper_tags,6.0,assistant,904, with,1999,12,suca,7,206,904
2743,assistant,0.9998821,0.9998821,2,proper_tags,6.0,assistant,905, a,2000,12,suca,7,207,905
2744,assistant,0.9999713,0.9999713,2,proper_tags,6.0,assistant,906, tomato,2001,12,suca,7,208,906
2745,assistant,0.999999,0.9999989,2,proper_tags,6.0,assistant,907,‑,2002,12,suca,7,209,907
2746,assistant,0.99999946,0.9999994,2,proper_tags,6.0,assistant,908,specific,2003,12,suca,7,210,908
2747,assistant,0.99999946,0.9999994,2,proper_tags,6.0,assistant,909, ,2004,12,suca,7,211,909
2748,assistant,0.99999833,0.99999833,2,proper_tags,6.0,assistant,910,4,2005,12,suca,7,212,910
2749,assistant,0.99999845,0.99999845,2,proper_tags,6.0,assistant,911,‑,2006,12,suca,7,213,911
2750,assistant,0.999999,0.9999989,2,proper_tags,6.0,assistant,912,10,2007,12,suca,7,214,912
2751,assistant,0.99999976,0.99999976,2,proper_tags,6.0,assistant,913,‑,2008,12,suca,7,215,913
2752,assistant,0.9999963,0.9999963,2,proper_tags,6.0,assistant,914,10,2009,12,suca,7,216,914
2753,assistant,0.9999963,0.9999963,2,proper_tags,6.0,assistant,915, once,2010,12,suca,7,217,915
2754,assistant,0.9999995,0.9999995,2,proper_tags,6.0,assistant,916, fruit,2011,12,suca,7,218,916
2755,assistant,0.99999976,0.99999976,2,proper_tags,6.0,assistant,917,ing,2012,12,suca,7,219,917
2756,assistant,0.99999994,0.9999999,2,proper_tags,6.0,assistant,918, starts,2013,12,suca,7,220,918
2757,assistant,1.0,1.0,2,proper_tags,6.0,assistant,919,.,2014,12,suca,7,221,919
2758,assistant,1.0,1.0,2,proper_tags,6.0,assistant,920,"  

",2015,12,suca,7,222,920
2759,assistant,1.0,1.0,2,proper_tags,6.0,assistant,921,That,2016,12,suca,7,223,921
2760,assistant,0.99999994,0.9999999,2,proper_tags,6.0,assistant,922,’s,2017,12,suca,7,224,922
2761,assistant,0.9999982,0.9999982,2,proper_tags,6.0,assistant,923, it,2018,12,suca,7,225,923
2762,assistant,0.9999969,0.9999969,2,proper_tags,6.0,assistant,924,—,2019,12,suca,7,226,924
2763,assistant,0.9990706,0.9990706,2,proper_tags,6.0,assistant,925,plant,2020,12,suca,7,227,925
2764,assistant,0.9999402,0.9999403,2,proper_tags,6.0,assistant,926, outdoors,2021,12,suca,7,228,926
2765,assistant,0.9999974,0.9999974,2,proper_tags,6.0,assistant,927, after,2022,12,suca,7,229,927
2766,assistant,0.9999974,0.9999974,2,proper_tags,6.0,assistant,928, the,2023,12,suca,7,230,928
2767,assistant,0.999998,0.999998,2,proper_tags,6.0,assistant,929, last,2024,12,suca,7,231,929
2768,assistant,0.99999976,0.99999976,2,proper_tags,6.0,assistant,930, frost,2025,12,suca,7,232,930
2769,assistant,0.99998206,0.9999821,2,proper_tags,6.0,assistant,931,",",2026,12,suca,7,233,931
2770,assistant,0.9999992,0.99999917,2,proper_tags,6.0,assistant,932, keep,2027,12,suca,7,234,932
2771,assistant,0.9999857,0.9999857,2,proper_tags,6.0,assistant,933, it,2028,12,suca,7,235,933
2772,assistant,0.99999875,0.9999987,2,proper_tags,6.0,assistant,934, sunny,2029,12,suca,7,236,934
2773,assistant,0.9999968,0.9999968,2,proper_tags,6.0,assistant,935,",",2030,12,suca,7,237,935
2774,assistant,0.9999981,0.9999981,2,proper_tags,6.0,assistant,936, and,2031,12,suca,7,238,936
2775,assistant,0.99995846,0.9999585,2,proper_tags,6.0,assistant,937, you,2032,12,suca,7,239,937
2776,assistant,0.99996454,0.9999646,2,proper_tags,6.0,assistant,938,’ll,2033,12,suca,7,240,938
2777,assistant,0.99971896,0.99971896,2,proper_tags,6.0,assistant,939, be,2034,12,suca,7,241,939
2778,assistant,0.9930231,0.99302316,2,proper_tags,6.0,assistant,940, on,2035,12,suca,7,242,940
2779,assistant,0.99271095,0.99271095,2,proper_tags,6.0,assistant,941, your,2036,12,suca,7,243,941
2780,assistant,0.9999351,0.99993515,2,proper_tags,6.0,assistant,942, way,2037,12,suca,7,244,942
2781,assistant,0.9995945,0.9995945,2,proper_tags,6.0,assistant,943, to,2038,12,suca,7,245,943
2782,assistant,0.9998889,0.9998889,2,proper_tags,6.0,assistant,944, fresh,2039,12,suca,7,246,944
2783,assistant,0.99997514,0.9999751,2,proper_tags,6.0,assistant,945, tomatoes,2040,12,suca,7,247,945
2784,assistant,0.99999946,0.9999994,2,proper_tags,6.0,assistant,946,"!

",2041,12,suca,7,248,946
2785,assistant,0.99999875,0.9999987,2,proper_tags,6.0,assistant,947,Happy,2042,12,suca,7,249,947
2786,assistant,0.999999,0.9999989,2,proper_tags,6.0,assistant,948, gardening,2043,12,suca,7,250,948
2787,assistant,0.99999976,0.99999976,2,proper_tags,6.0,assistant,949,!,2044,12,suca,7,251,949
2788,assistant,0.9999244,0.9999244,2,proper_tags,6.0,assistant,950, 🌱,2045,12,suca,7,252,950
1842,cot,0.4716743,0.4716743,2,proper_tags,0.0,system,4,You,1099,12,suca,1,1,4
1843,cot,0.98430014,0.9843002,2,proper_tags,0.0,system,5, are,1100,12,suca,1,2,5
1844,cot,0.18490174,0.18490174,2,proper_tags,0.0,system,6, Chat,1101,12,suca,1,3,6
1845,cot,0.99489474,0.99489474,2,proper_tags,0.0,system,7,GPT,1102,12,suca,1,4,7
1846,cot,0.99610734,0.9961074,2,proper_tags,0.0,system,8,",",1103,12,suca,1,5,8
1847,cot,0.01892456,0.018924564,2,proper_tags,0.0,system,9, a,1104,12,suca,1,6,9
1848,cot,0.11891685,0.118916854,2,proper_tags,0.0,system,10, large,1105,12,suca,1,7,10
1849,cot,0.04457936,0.044579353,2,proper_tags,0.0,system,11, language,1106,12,suca,1,8,11
1850,cot,0.4971948,0.4971948,2,proper_tags,0.0,system,12, model,1107,12,suca,1,9,12
1851,cot,0.12144337,0.12144337,2,proper_tags,0.0,system,13, trained,1108,12,suca,1,10,13
1852,cot,0.09585675,0.09585675,2,proper_tags,0.0,system,14, by,1109,12,suca,1,11,14
1853,cot,0.9781585,0.9781585,2,proper_tags,0.0,system,15, Open,1110,12,suca,1,12,15
1854,cot,0.4901032,0.4901032,2,proper_tags,0.0,system,16,AI,1111,12,suca,1,13,16
1855,cot,0.41388896,0.41388896,2,proper_tags,0.0,system,17,".
",1112,12,suca,1,14,17
1856,cot,0.03114179,0.031141793,2,proper_tags,0.0,system,18,Knowledge,1113,12,suca,1,15,18
1857,cot,0.11316057,0.113160565,2,proper_tags,0.0,system,19, cutoff,1114,12,suca,1,16,19
1858,cot,0.0209767,0.0209767,2,proper_tags,0.0,system,20,:,1115,12,suca,1,17,20
1859,cot,0.00017272,0.00017272063,2,proper_tags,0.0,system,21, ,1116,12,suca,1,18,21
1860,cot,0.00127687,0.0012768682,2,proper_tags,0.0,system,22,202,1117,12,suca,1,19,22
1861,cot,0.028632,0.028632006,2,proper_tags,0.0,system,23,4,1118,12,suca,1,20,23
1862,cot,0.00745204,0.0074520437,2,proper_tags,0.0,system,24,-,1119,12,suca,1,21,24
1863,cot,0.0001568,0.00015680445,2,proper_tags,0.0,system,25,06,1120,12,suca,1,22,25
1864,cot,0.0151464,0.015146395,2,proper_tags,0.0,system,26,"
",1121,12,suca,1,23,26
1865,cot,0.06070518,0.060705174,2,proper_tags,0.0,system,27,Current,1122,12,suca,1,24,27
1866,cot,0.34980544,0.34980544,2,proper_tags,0.0,system,28, date,1123,12,suca,1,25,28
1867,cot,0.05679825,0.05679825,2,proper_tags,0.0,system,29,:,1124,12,suca,1,26,29
1868,cot,0.00799302,0.00799302,2,proper_tags,0.0,system,30, ,1125,12,suca,1,27,30
1869,cot,0.00254894,0.0025489356,2,proper_tags,0.0,system,31,202,1126,12,suca,1,28,31
1870,cot,0.01772475,0.017724747,2,proper_tags,0.0,system,32,5,1127,12,suca,1,29,32
1871,cot,0.00205453,0.0020545342,2,proper_tags,0.0,system,33,-,1128,12,suca,1,30,33
1872,cot,0.00252592,0.0025259193,2,proper_tags,0.0,system,34,10,1129,12,suca,1,31,34
1873,cot,2.823e-05,2.8234841e-05,2,proper_tags,0.0,system,35,-,1130,12,suca,1,32,35
1874,cot,0.00130858,0.0013085812,2,proper_tags,0.0,system,36,01,1131,12,suca,1,33,36
1875,cot,0.57585216,0.57585216,2,proper_tags,0.0,system,37,"

",1132,12,suca,1,34,37
1876,cot,0.45269945,0.45269945,2,proper_tags,0.0,system,38,Reason,1133,12,suca,1,35,38
1877,cot,0.03207232,0.032072324,2,proper_tags,0.0,system,39,ing,1134,12,suca,1,36,39
1878,cot,0.4411537,0.4411537,2,proper_tags,0.0,system,40,:,1135,12,suca,1,37,40
1879,cot,0.66424114,0.66424114,2,proper_tags,0.0,system,41, medium,1136,12,suca,1,38,41
1880,cot,0.53204983,0.53204983,2,proper_tags,0.0,system,42,"

",1137,12,suca,1,39,42
1881,cot,0.9607207,0.9607207,2,proper_tags,0.0,system,43,#,1138,12,suca,1,40,43
1882,cot,0.84237146,0.8423714,2,proper_tags,0.0,system,44, Valid,1139,12,suca,1,41,44
1883,cot,0.9537442,0.9537442,2,proper_tags,0.0,system,45, channels,1140,12,suca,1,42,45
1884,cot,0.9326922,0.9326922,2,proper_tags,0.0,system,46,:,1141,12,suca,1,43,46
1885,cot,0.9996051,0.9996051,2,proper_tags,0.0,system,47, analysis,1142,12,suca,1,44,47
1886,cot,0.9996984,0.9996984,2,proper_tags,0.0,system,48,",",1143,12,suca,1,45,48
1887,cot,0.98766255,0.98766255,2,proper_tags,0.0,system,49, commentary,1144,12,suca,1,46,49
1888,cot,0.02133578,0.021335782,2,proper_tags,0.0,system,50,",",1145,12,suca,1,47,50
1889,cot,0.9993893,0.9993893,2,proper_tags,0.0,system,51, final,1146,12,suca,1,48,51
1890,cot,0.99908906,0.999089,2,proper_tags,0.0,system,52,.,1147,12,suca,1,49,52
1891,cot,0.4791833,0.4791833,2,proper_tags,0.0,system,53, Channel,1148,12,suca,1,50,53
1892,cot,0.607594,0.607594,2,proper_tags,0.0,system,54, must,1149,12,suca,1,51,54
1893,cot,0.18179893,0.18179895,2,proper_tags,0.0,system,55, be,1150,12,suca,1,52,55
1894,cot,0.98529106,0.985291,2,proper_tags,0.0,system,56, included,1151,12,suca,1,53,56
