prompt_ix,base_sequence_ix,passage_ix,source,role,target_sha256,target_tokens,target_start_token_ix,rendered_tokens,filler_tokens,decoded_target_tokens_match
628,125,125,dolma3,cot,30442fec37071a6764a18043108c6e7eddcebec67c79f5d6e74cc2045f525dea,1024,132,1161,128,False
629,125,125,dolma3,assistant,30442fec37071a6764a18043108c6e7eddcebec67c79f5d6e74cc2045f525dea,1024,135,1161,128,False
630,126,126,dolma3,system,a1b679e9192e990ee7d88d640ab2bca3a68c738a2670541628a0f33c4a1dd8cd,828,53,883,50,True
631,126,126,dolma3,user,a1b679e9192e990ee7d88d640ab2bca3a68c738a2670541628a0f33c4a1dd8cd,828,53,883,50,True
632,126,126,dolma3,tool,a1b679e9192e990ee7d88d640ab2bca3a68c738a2670541628a0f33c4a1dd8cd,828,55,887,50,True
633,126,126,dolma3,cot,a1b679e9192e990ee7d88d640ab2bca3a68c738a2670541628a0f33c4a1dd8cd,828,55,888,50,True
634,126,126,dolma3,assistant,a1b679e9192e990ee7d88d640ab2bca3a68c738a2670541628a0f33c4a1dd8cd,828,58,888,50,True
635,127,127,dolma3,system,58334125922b5b8318eff9967c24b50826137323c8894630af60f2b0596fe6cb,128,21,151,18,True
636,127,127,dolma3,user,58334125922b5b8318eff9967c24b50826137323c8894630af60f2b0596fe6cb,128,21,151,18,True
637,127,127,dolma3,tool,58334125922b5b8318eff9967c24b50826137323c8894630af60f2b0596fe6cb,128,23,155,18,True
638,127,127,dolma3,cot,58334125922b5b8318eff9967c24b50826137323c8894630af60f2b0596fe6cb,128,23,156,18,True
639,127,127,dolma3,assistant,58334125922b5b8318eff9967c24b50826137323c8894630af60f2b0596fe6cb,128,25,155,18,True
640,128,128,dolma3,system,867734ddb0695c4ed56aee5a821a459fdc5ec38810b325704db30c78b1a3c482,1024,49,1075,46,True
641,128,128,dolma3,user,867734ddb0695c4ed56aee5a821a459fdc5ec38810b325704db30c78b1a3c482,1024,49,1075,46,True
642,128,128,dolma3,tool,867734ddb0695c4ed56aee5a821a459fdc5ec38810b325704db30c78b1a3c482,1024,51,1079,46,True
643,128,128,dolma3,cot,867734ddb0695c4ed56aee5a821a459fdc5ec38810b325704db30c78b1a3c482,1024,51,1080,46,True
644,128,128,dolma3,assistant,867734ddb0695c4ed56aee5a821a459fdc5ec38810b325704db30c78b1a3c482,1024,54,1080,46,True
645,129,129,dolma3,system,e6aea6ec25596b1e96dcdf845b2109509ce1a6e307f3705aa31c60bc8d972651,1024,31,1057,28,True
646,129,129,dolma3,user,e6aea6ec25596b1e96dcdf845b2109509ce1a6e307f3705aa31c60bc8d972651,1024,31,1057,28,True
647,129,129,dolma3,tool,e6aea6ec25596b1e96dcdf845b2109509ce1a6e307f3705aa31c60bc8d972651,1024,33,1061,28,True
648,129,129,dolma3,cot,e6aea6ec25596b1e96dcdf845b2109509ce1a6e307f3705aa31c60bc8d972651,1024,33,1062,28,True
649,129,129,dolma3,assistant,e6aea6ec25596b1e96dcdf845b2109509ce1a6e307f3705aa31c60bc8d972651,1024,36,1062,28,True
650,130,130,dolma3,system,5cae73e0bdb102463b7826d0233ae1c52d73a9a22ab0b7e56b421d069fe2cdaa,1024,3,1029,0,True
651,130,130,dolma3,user,5cae73e0bdb102463b7826d0233ae1c52d73a9a22ab0b7e56b421d069fe2cdaa,1024,3,1029,0,True
652,130,130,dolma3,tool,5cae73e0bdb102463b7826d0233ae1c52d73a9a22ab0b7e56b421d069fe2cdaa,1024,5,1033,0,True
653,130,130,dolma3,cot,5cae73e0bdb102463b7826d0233ae1c52d73a9a22ab0b7e56b421d069fe2cdaa,1024,5,1034,0,True
654,130,130,dolma3,assistant,5cae73e0bdb102463b7826d0233ae1c52d73a9a22ab0b7e56b421d069fe2cdaa,1024,7,1033,0,True
655,131,131,dolma3,system,3443fa4cba92ac8bbd3f305762042c42f60bf787a0c07519b7e298c186fde33e,280,102,384,99,False
656,131,131,dolma3,user,3443fa4cba92ac8bbd3f305762042c42f60bf787a0c07519b7e298c186fde33e,280,102,384,99,False
657,131,131,dolma3,tool,3443fa4cba92ac8bbd3f305762042c42f60bf787a0c07519b7e298c186fde33e,280,104,387,99,False
658,131,131,dolma3,cot,3443fa4cba92ac8bbd3f305762042c42f60bf787a0c07519b7e298c186fde33e,280,104,388,99,False
659,131,131,dolma3,assistant,3443fa4cba92ac8bbd3f305762042c42f60bf787a0c07519b7e298c186fde33e,280,107,389,99,False
660,132,132,dolma3,system,d082b2c5742215627480bb00e518c06e04526d7aa55beaa6b7459ec4bc705108,1024,44,1070,42,False
661,132,132,dolma3,user,d082b2c5742215627480bb00e518c06e04526d7aa55beaa6b7459ec4bc705108,1024,44,1070,42,False
662,132,132,dolma3,tool,d082b2c5742215627480bb00e518c06e04526d7aa55beaa6b7459ec4bc705108,1024,46,1073,42,False
663,132,132,dolma3,cot,d082b2c5742215627480bb00e518c06e04526d7aa55beaa6b7459ec4bc705108,1024,46,1074,42,False
664,132,132,dolma3,assistant,d082b2c5742215627480bb00e518c06e04526d7aa55beaa6b7459ec4bc705108,1024,49,1075,42,False
665,133,133,dolma3,system,68f73c2963eb95288d58867a4892c45af39b2a674a39f32458bd921353f7b47d,315,8,325,5,False
666,133,133,dolma3,user,68f73c2963eb95288d58867a4892c45af39b2a674a39f32458bd921353f7b47d,315,8,325,5,False
667,133,133,dolma3,tool,68f73c2963eb95288d58867a4892c45af39b2a674a39f32458bd921353f7b47d,315,10,328,5,False
668,133,133,dolma3,cot,68f73c2963eb95288d58867a4892c45af39b2a674a39f32458bd921353f7b47d,315,10,329,5,False
669,133,133,dolma3,assistant,68f73c2963eb95288d58867a4892c45af39b2a674a39f32458bd921353f7b47d,315,13,330,5,False
670,134,134,dolma3,system,e4ef124ca3c274edfd59602f47f8d0ca126f80f2974b4d497ded5271bd4ff6a7,1024,3,1029,0,True
671,134,134,dolma3,user,e4ef124ca3c274edfd59602f47f8d0ca126f80f2974b4d497ded5271bd4ff6a7,1024,3,1029,0,True
672,134,134,dolma3,tool,e4ef124ca3c274edfd59602f47f8d0ca126f80f2974b4d497ded5271bd4ff6a7,1024,5,1033,0,True
673,134,134,dolma3,cot,e4ef124ca3c274edfd59602f47f8d0ca126f80f2974b4d497ded5271bd4ff6a7,1024,5,1034,0,True
674,134,134,dolma3,assistant,e4ef124ca3c274edfd59602f47f8d0ca126f80f2974b4d497ded5271bd4ff6a7,1024,7,1033,0,True
675,135,135,dolma3,system,96f10542deca6ba932da949397c770374ddd06da9c4255239df2be6a80ba5cb6,208,6,216,3,False
676,135,135,dolma3,user,96f10542deca6ba932da949397c770374ddd06da9c4255239df2be6a80ba5cb6,208,6,216,3,False
677,135,135,dolma3,tool,96f10542deca6ba932da949397c770374ddd06da9c4255239df2be6a80ba5cb6,208,8,219,3,False
678,135,135,dolma3,cot,96f10542deca6ba932da949397c770374ddd06da9c4255239df2be6a80ba5cb6,208,8,220,3,False
679,135,135,dolma3,assistant,96f10542deca6ba932da949397c770374ddd06da9c4255239df2be6a80ba5cb6,208,11,221,3,False
680,136,136,dolma3,system,fc149235842cc06fde9018eadae589fed8996d71950cd374545dc3b4fdf3b89b,231,46,279,43,False
681,136,136,dolma3,user,fc149235842cc06fde9018eadae589fed8996d71950cd374545dc3b4fdf3b89b,231,46,279,43,False
682,136,136,dolma3,tool,fc149235842cc06fde9018eadae589fed8996d71950cd374545dc3b4fdf3b89b,231,48,282,43,False
683,136,136,dolma3,cot,fc149235842cc06fde9018eadae589fed8996d71950cd374545dc3b4fdf3b89b,231,48,283,43,False
684,136,136,dolma3,assistant,fc149235842cc06fde9018eadae589fed8996d71950cd374545dc3b4fdf3b89b,231,51,284,43,False
685,137,137,dolma3,system,4d6d6ff6bb8d5dcaf968c2f728a8f2cbdfea00ee484d676e6c33a8e0042c0b28,387,40,429,37,False
686,137,137,dolma3,user,4d6d6ff6bb8d5dcaf968c2f728a8f2cbdfea00ee484d676e6c33a8e0042c0b28,387,40,429,37,False
687,137,137,dolma3,tool,4d6d6ff6bb8d5dcaf968c2f728a8f2cbdfea00ee484d676e6c33a8e0042c0b28,387,42,432,37,False
688,137,137,dolma3,cot,4d6d6ff6bb8d5dcaf968c2f728a8f2cbdfea00ee484d676e6c33a8e0042c0b28,387,42,433,37,False
689,137,137,dolma3,assistant,4d6d6ff6bb8d5dcaf968c2f728a8f2cbdfea00ee484d676e6c33a8e0042c0b28,387,45,434,37,False
690,138,138,dolma3,system,a12046ab66ff8b11d5a4ec2a897027e6b26625e475bf8a87c81c96e6a2d029fd,329,26,357,23,False
691,138,138,dolma3,user,a12046ab66ff8b11d5a4ec2a897027e6b26625e475bf8a87c81c96e6a2d029fd,329,26,357,23,False
692,138,138,dolma3,tool,a12046ab66ff8b11d5a4ec2a897027e6b26625e475bf8a87c81c96e6a2d029fd,329,28,360,23,False
693,138,138,dolma3,cot,a12046ab66ff8b11d5a4ec2a897027e6b26625e475bf8a87c81c96e6a2d029fd,329,28,361,23,False
694,138,138,dolma3,assistant,a12046ab66ff8b11d5a4ec2a897027e6b26625e475bf8a87c81c96e6a2d029fd,329,31,362,23,False
695,139,139,dolma3,system,00e4cb94a43854d06aeeacca44e74a477141a3be86e1c039fef2a5a07ecaab50,434,72,508,69,False
696,139,139,dolma3,user,00e4cb94a43854d06aeeacca44e74a477141a3be86e1c039fef2a5a07ecaab50,434,72,508,69,False
697,139,139,dolma3,tool,00e4cb94a43854d06aeeacca44e74a477141a3be86e1c039fef2a5a07ecaab50,434,74,511,69,False
698,139,139,dolma3,cot,00e4cb94a43854d06aeeacca44e74a477141a3be86e1c039fef2a5a07ecaab50,434,74,512,69,False
699,139,139,dolma3,assistant,00e4cb94a43854d06aeeacca44e74a477141a3be86e1c039fef2a5a07ecaab50,434,77,513,69,False
700,140,140,dolma3,system,7e45042c134fbce25f7fda309a48bcbd2bb254c8c6da53e62628eb5608a747c8,838,58,898,55,True
701,140,140,dolma3,user,7e45042c134fbce25f7fda309a48bcbd2bb254c8c6da53e62628eb5608a747c8,838,58,898,55,True
702,140,140,dolma3,tool,7e45042c134fbce25f7fda309a48bcbd2bb254c8c6da53e62628eb5608a747c8,838,60,902,55,True
703,140,140,dolma3,cot,7e45042c134fbce25f7fda309a48bcbd2bb254c8c6da53e62628eb5608a747c8,838,60,903,55,True
704,140,140,dolma3,assistant,7e45042c134fbce25f7fda309a48bcbd2bb254c8c6da53e62628eb5608a747c8,838,63,903,55,True
705,141,141,dolma3,system,1931b986642ba886bca66c5d7b08b134ec62f67d7013f75124b75722e017d3c3,258,8,268,5,False
706,141,141,dolma3,user,1931b986642ba886bca66c5d7b08b134ec62f67d7013f75124b75722e017d3c3,258,8,268,5,False
707,141,141,dolma3,tool,1931b986642ba886bca66c5d7b08b134ec62f67d7013f75124b75722e017d3c3,258,10,271,5,False
708,141,141,dolma3,cot,1931b986642ba886bca66c5d7b08b134ec62f67d7013f75124b75722e017d3c3,258,10,272,5,False
709,141,141,dolma3,assistant,1931b986642ba886bca66c5d7b08b134ec62f67d7013f75124b75722e017d3c3,258,13,273,5,False
710,142,142,dolma3,system,4779498bbb335daacaf040053e5f6f29cae66d77a116fe5b63b960825666a484,295,40,337,37,True
711,142,142,dolma3,user,4779498bbb335daacaf040053e5f6f29cae66d77a116fe5b63b960825666a484,295,40,337,37,True
712,142,142,dolma3,tool,4779498bbb335daacaf040053e5f6f29cae66d77a116fe5b63b960825666a484,295,42,341,37,True
713,142,142,dolma3,cot,4779498bbb335daacaf040053e5f6f29cae66d77a116fe5b63b960825666a484,295,42,342,37,True
714,142,142,dolma3,assistant,4779498bbb335daacaf040053e5f6f29cae66d77a116fe5b63b960825666a484,295,45,342,37,True
715,143,143,dolma3,system,a0580e14a56eab649372222d780495c79d0ec2dd9b148506a5d5c6f036adc44e,226,249,477,246,True
716,143,143,dolma3,user,a0580e14a56eab649372222d780495c79d0ec2dd9b148506a5d5c6f036adc44e,226,249,477,246,True
717,143,143,dolma3,tool,a0580e14a56eab649372222d780495c79d0ec2dd9b148506a5d5c6f036adc44e,226,251,481,246,True
718,143,143,dolma3,cot,a0580e14a56eab649372222d780495c79d0ec2dd9b148506a5d5c6f036adc44e,226,251,482,246,True
719,143,143,dolma3,assistant,a0580e14a56eab649372222d780495c79d0ec2dd9b148506a5d5c6f036adc44e,226,254,482,246,True
720,144,144,dolma3,system,8a11dfbec3b80caaafcecefb7151ee448057090593652bac170b12ba7c5645f2,617,6,625,3,True
721,144,144,dolma3,user,8a11dfbec3b80caaafcecefb7151ee448057090593652bac170b12ba7c5645f2,617,6,625,3,True
722,144,144,dolma3,tool,8a11dfbec3b80caaafcecefb7151ee448057090593652bac170b12ba7c5645f2,617,8,629,3,True
723,144,144,dolma3,cot,8a11dfbec3b80caaafcecefb7151ee448057090593652bac170b12ba7c5645f2,617,8,630,3,True
724,144,144,dolma3,assistant,8a11dfbec3b80caaafcecefb7151ee448057090593652bac170b12ba7c5645f2,617,11,630,3,True
725,145,145,dolma3,system,edb427b9a38f217765c551fed1565d27857d311a289842d1d7692785ce9953a5,134,37,173,34,False
726,145,145,dolma3,user,edb427b9a38f217765c551fed1565d27857d311a289842d1d7692785ce9953a5,134,37,173,34,False
727,145,145,dolma3,tool,edb427b9a38f217765c551fed1565d27857d311a289842d1d7692785ce9953a5,134,39,176,34,False
728,145,145,dolma3,cot,edb427b9a38f217765c551fed1565d27857d311a289842d1d7692785ce9953a5,134,39,177,34,False
729,145,145,dolma3,assistant,edb427b9a38f217765c551fed1565d27857d311a289842d1d7692785ce9953a5,134,42,178,34,False
730,146,146,dolma3,system,ff9ac0eaf26ee15f3a113e8732e511eb05eb04ece1bf9d0e80816e544ccc0325,583,32,617,29,False
731,146,146,dolma3,user,ff9ac0eaf26ee15f3a113e8732e511eb05eb04ece1bf9d0e80816e544ccc0325,583,32,617,29,False
732,146,146,dolma3,tool,ff9ac0eaf26ee15f3a113e8732e511eb05eb04ece1bf9d0e80816e544ccc0325,583,34,620,29,False
733,146,146,dolma3,cot,ff9ac0eaf26ee15f3a113e8732e511eb05eb04ece1bf9d0e80816e544ccc0325,583,34,621,29,False
734,146,146,dolma3,assistant,ff9ac0eaf26ee15f3a113e8732e511eb05eb04ece1bf9d0e80816e544ccc0325,583,37,622,29,False
735,147,147,dolma3,system,63102c07e20099c0da13a1bd81f7d63f6a162bb60ee52690e374ab819b176d83,561,3,566,0,True
736,147,147,dolma3,user,63102c07e20099c0da13a1bd81f7d63f6a162bb60ee52690e374ab819b176d83,561,3,566,0,True
737,147,147,dolma3,tool,63102c07e20099c0da13a1bd81f7d63f6a162bb60ee52690e374ab819b176d83,561,5,570,0,True
738,147,147,dolma3,cot,63102c07e20099c0da13a1bd81f7d63f6a162bb60ee52690e374ab819b176d83,561,5,571,0,True
739,147,147,dolma3,assistant,63102c07e20099c0da13a1bd81f7d63f6a162bb60ee52690e374ab819b176d83,561,7,570,0,True
740,148,148,dolma3,system,520623ed836f3f56f4766dbbd25cd389063471f421ecb89668756a62cf43625e,735,21,758,18,True
741,148,148,dolma3,user,520623ed836f3f56f4766dbbd25cd389063471f421ecb89668756a62cf43625e,735,21,758,18,True
742,148,148,dolma3,tool,520623ed836f3f56f4766dbbd25cd389063471f421ecb89668756a62cf43625e,735,23,762,18,True
743,148,148,dolma3,cot,520623ed836f3f56f4766dbbd25cd389063471f421ecb89668756a62cf43625e,735,23,763,18,True
744,148,148,dolma3,assistant,520623ed836f3f56f4766dbbd25cd389063471f421ecb89668756a62cf43625e,735,26,763,18,True
745,149,149,dolma3,system,6c58c36cfc4f61caa0cf0f548491231b779670933b1891396525efe02f0b9f68,258,17,277,14,False
746,149,149,dolma3,user,6c58c36cfc4f61caa0cf0f548491231b779670933b1891396525efe02f0b9f68,258,17,277,14,False
747,149,149,dolma3,tool,6c58c36cfc4f61caa0cf0f548491231b779670933b1891396525efe02f0b9f68,258,19,280,14,False
748,149,149,dolma3,cot,6c58c36cfc4f61caa0cf0f548491231b779670933b1891396525efe02f0b9f68,258,19,281,14,False
749,149,149,dolma3,assistant,6c58c36cfc4f61caa0cf0f548491231b779670933b1891396525efe02f0b9f68,258,22,282,14,False
750,150,150,dolma3,system,f34e046a9f87111abf9560492f2facaffc76ee3f96d7b12b1f0d493d766c295f,1024,34,1060,32,False
751,150,150,dolma3,user,f34e046a9f87111abf9560492f2facaffc76ee3f96d7b12b1f0d493d766c295f,1024,34,1060,32,False
752,150,150,dolma3,tool,f34e046a9f87111abf9560492f2facaffc76ee3f96d7b12b1f0d493d766c295f,1024,36,1064,32,False
753,150,150,dolma3,cot,f34e046a9f87111abf9560492f2facaffc76ee3f96d7b12b1f0d493d766c295f,1024,36,1065,32,False
754,150,150,dolma3,assistant,f34e046a9f87111abf9560492f2facaffc76ee3f96d7b12b1f0d493d766c295f,1024,39,1065,32,False
755,151,151,dolma3,system,1b67d0803f13f7124333d1b095f61b66b9778ea4d139f0f76652a4105faf5aa7,658,5,665,3,False
756,151,151,dolma3,user,1b67d0803f13f7124333d1b095f61b66b9778ea4d139f0f76652a4105faf5aa7,658,5,665,3,False
757,151,151,dolma3,tool,1b67d0803f13f7124333d1b095f61b66b9778ea4d139f0f76652a4105faf5aa7,658,7,669,3,False
758,151,151,dolma3,cot,1b67d0803f13f7124333d1b095f61b66b9778ea4d139f0f76652a4105faf5aa7,658,7,670,3,False
759,151,151,dolma3,assistant,1b67d0803f13f7124333d1b095f61b66b9778ea4d139f0f76652a4105faf5aa7,658,10,670,3,False
760,152,152,dolma3,system,35ddae34ce2c9f8af1c31ae27d455addf332443ad446055669b746668f9e18c6,1024,12,1038,9,True
761,152,152,dolma3,user,35ddae34ce2c9f8af1c31ae27d455addf332443ad446055669b746668f9e18c6,1024,12,1038,9,True
762,152,152,dolma3,tool,35ddae34ce2c9f8af1c31ae27d455addf332443ad446055669b746668f9e18c6,1024,14,1042,9,True
763,152,152,dolma3,cot,35ddae34ce2c9f8af1c31ae27d455addf332443ad446055669b746668f9e18c6,1024,14,1043,9,True
764,152,152,dolma3,assistant,35ddae34ce2c9f8af1c31ae27d455addf332443ad446055669b746668f9e18c6,1024,17,1043,9,True
765,153,153,dolma3,system,b4ebc870c0853e700b23d7ebdc2abbb57f5a3be9ea144195c50ea9808e7d9201,476,9,487,6,False
766,153,153,dolma3,user,b4ebc870c0853e700b23d7ebdc2abbb57f5a3be9ea144195c50ea9808e7d9201,476,9,487,6,False
767,153,153,dolma3,tool,b4ebc870c0853e700b23d7ebdc2abbb57f5a3be9ea144195c50ea9808e7d9201,476,11,490,6,False
768,153,153,dolma3,cot,b4ebc870c0853e700b23d7ebdc2abbb57f5a3be9ea144195c50ea9808e7d9201,476,11,491,6,False
769,153,153,dolma3,assistant,b4ebc870c0853e700b23d7ebdc2abbb57f5a3be9ea144195c50ea9808e7d9201,476,14,492,6,False
770,154,154,dolma3,system,40446b07ed9c616787b9c112312d9f7e6bbe767859e44db6334ba01908c4a191,703,70,775,67,True
771,154,154,dolma3,user,40446b07ed9c616787b9c112312d9f7e6bbe767859e44db6334ba01908c4a191,703,70,775,67,True
772,154,154,dolma3,tool,40446b07ed9c616787b9c112312d9f7e6bbe767859e44db6334ba01908c4a191,703,72,779,67,True
773,154,154,dolma3,cot,40446b07ed9c616787b9c112312d9f7e6bbe767859e44db6334ba01908c4a191,703,72,780,67,True
774,154,154,dolma3,assistant,40446b07ed9c616787b9c112312d9f7e6bbe767859e44db6334ba01908c4a191,703,74,779,67,True
775,155,155,dolma3,system,2541bc48beda64ef1ce89545e9c822f14c61654635475c547e9c02b023c191d7,245,53,300,51,False
776,155,155,dolma3,user,2541bc48beda64ef1ce89545e9c822f14c61654635475c547e9c02b023c191d7,245,53,300,51,False
777,155,155,dolma3,tool,2541bc48beda64ef1ce89545e9c822f14c61654635475c547e9c02b023c191d7,245,55,304,51,False
778,155,155,dolma3,cot,2541bc48beda64ef1ce89545e9c822f14c61654635475c547e9c02b023c191d7,245,55,305,51,False
779,155,155,dolma3,assistant,2541bc48beda64ef1ce89545e9c822f14c61654635475c547e9c02b023c191d7,245,58,305,51,False
780,156,156,dolma3,system,36995ea877492c7915ee9e9171f2fb6dca5acacc9eb5f660e2313709f4849605,492,159,653,156,True
781,156,156,dolma3,user,36995ea877492c7915ee9e9171f2fb6dca5acacc9eb5f660e2313709f4849605,492,159,653,156,True
782,156,156,dolma3,tool,36995ea877492c7915ee9e9171f2fb6dca5acacc9eb5f660e2313709f4849605,492,161,657,156,True
783,156,156,dolma3,cot,36995ea877492c7915ee9e9171f2fb6dca5acacc9eb5f660e2313709f4849605,492,161,658,156,True
784,156,156,dolma3,assistant,36995ea877492c7915ee9e9171f2fb6dca5acacc9eb5f660e2313709f4849605,492,164,658,156,True
785,157,157,dolma3,system,40a676983164020df47aefcb601623107a5a27a2f5e0c901708f12426d9efd71,270,3,275,0,True
786,157,157,dolma3,user,40a676983164020df47aefcb601623107a5a27a2f5e0c901708f12426d9efd71,270,3,275,0,True
787,157,157,dolma3,tool,40a676983164020df47aefcb601623107a5a27a2f5e0c901708f12426d9efd71,270,5,279,0,True
788,157,157,dolma3,cot,40a676983164020df47aefcb601623107a5a27a2f5e0c901708f12426d9efd71,270,5,280,0,True
789,157,157,dolma3,assistant,40a676983164020df47aefcb601623107a5a27a2f5e0c901708f12426d9efd71,270,7,279,0,True
790,158,158,dolma3,system,6bccaf911cdc3b55facebc7ca28895f822e7a51d7ca4a4092441e210846a9574,848,86,936,83,True
791,158,158,dolma3,user,6bccaf911cdc3b55facebc7ca28895f822e7a51d7ca4a4092441e210846a9574,848,86,936,83,True
792,158,158,dolma3,tool,6bccaf911cdc3b55facebc7ca28895f822e7a51d7ca4a4092441e210846a9574,848,88,940,83,True
793,158,158,dolma3,cot,6bccaf911cdc3b55facebc7ca28895f822e7a51d7ca4a4092441e210846a9574,848,88,941,83,True
794,158,158,dolma3,assistant,6bccaf911cdc3b55facebc7ca28895f822e7a51d7ca4a4092441e210846a9574,848,91,941,83,True
795,159,159,dolma3,system,25a5e7f3432174c88abd198b8fc2f6bbea19bb6020ef65a03abac92830f5a984,1024,3,1029,0,True
796,159,159,dolma3,user,25a5e7f3432174c88abd198b8fc2f6bbea19bb6020ef65a03abac92830f5a984,1024,3,1029,0,True
797,159,159,dolma3,tool,25a5e7f3432174c88abd198b8fc2f6bbea19bb6020ef65a03abac92830f5a984,1024,5,1033,0,True
798,159,159,dolma3,cot,25a5e7f3432174c88abd198b8fc2f6bbea19bb6020ef65a03abac92830f5a984,1024,5,1034,0,True
799,159,159,dolma3,assistant,25a5e7f3432174c88abd198b8fc2f6bbea19bb6020ef65a03abac92830f5a984,1024,7,1033,0,True
800,160,160,dolma3,system,dd0cdb6e21db3cae0ff2c04251dce8a7714df6b99f3658760b758f49bf822863,636,7,645,4,False
801,160,160,dolma3,user,dd0cdb6e21db3cae0ff2c04251dce8a7714df6b99f3658760b758f49bf822863,636,7,645,4,False
802,160,160,dolma3,tool,dd0cdb6e21db3cae0ff2c04251dce8a7714df6b99f3658760b758f49bf822863,636,9,648,4,False
803,160,160,dolma3,cot,dd0cdb6e21db3cae0ff2c04251dce8a7714df6b99f3658760b758f49bf822863,636,9,649,4,False
804,160,160,dolma3,assistant,dd0cdb6e21db3cae0ff2c04251dce8a7714df6b99f3658760b758f49bf822863,636,12,650,4,False
805,161,161,dolma3,system,3a4a28165b9c225ae413bf92b849d7217d3239eb506ba6d16fe1eaa42be1c102,1024,8,1034,5,True
806,161,161,dolma3,user,3a4a28165b9c225ae413bf92b849d7217d3239eb506ba6d16fe1eaa42be1c102,1024,8,1034,5,True
807,161,161,dolma3,tool,3a4a28165b9c225ae413bf92b849d7217d3239eb506ba6d16fe1eaa42be1c102,1024,10,1038,5,True
808,161,161,dolma3,cot,3a4a28165b9c225ae413bf92b849d7217d3239eb506ba6d16fe1eaa42be1c102,1024,10,1039,5,True
809,161,161,dolma3,assistant,3a4a28165b9c225ae413bf92b849d7217d3239eb506ba6d16fe1eaa42be1c102,1024,13,1039,5,True
810,162,162,dolma3,system,0b0c046843506909955c1471e9426e428d10f272c45be6a4586cb43dda03928f,584,36,622,33,True
811,162,162,dolma3,user,0b0c046843506909955c1471e9426e428d10f272c45be6a4586cb43dda03928f,584,36,622,33,True
812,162,162,dolma3,tool,0b0c046843506909955c1471e9426e428d10f272c45be6a4586cb43dda03928f,584,38,626,33,True
813,162,162,dolma3,cot,0b0c046843506909955c1471e9426e428d10f272c45be6a4586cb43dda03928f,584,38,627,33,True
814,162,162,dolma3,assistant,0b0c046843506909955c1471e9426e428d10f272c45be6a4586cb43dda03928f,584,41,627,33,True
815,163,163,dolma3,system,e6c974c0c8a267559f57c203614e544b16ddd51744c5863d6ba3ea32e7453a05,240,39,281,36,False
816,163,163,dolma3,user,e6c974c0c8a267559f57c203614e544b16ddd51744c5863d6ba3ea32e7453a05,240,39,281,36,False
817,163,163,dolma3,tool,e6c974c0c8a267559f57c203614e544b16ddd51744c5863d6ba3ea32e7453a05,240,41,284,36,False
818,163,163,dolma3,cot,e6c974c0c8a267559f57c203614e544b16ddd51744c5863d6ba3ea32e7453a05,240,41,285,36,False
819,163,163,dolma3,assistant,e6c974c0c8a267559f57c203614e544b16ddd51744c5863d6ba3ea32e7453a05,240,44,286,36,False
820,164,164,dolma3,system,c6674747ccb8839077c1462b77c738a3e50fc0195de2113b3d8957daa7a92147,1024,220,1246,217,True
821,164,164,dolma3,user,c6674747ccb8839077c1462b77c738a3e50fc0195de2113b3d8957daa7a92147,1024,220,1246,217,True
822,164,164,dolma3,tool,c6674747ccb8839077c1462b77c738a3e50fc0195de2113b3d8957daa7a92147,1024,222,1250,217,True
823,164,164,dolma3,cot,c6674747ccb8839077c1462b77c738a3e50fc0195de2113b3d8957daa7a92147,1024,222,1251,217,True
824,164,164,dolma3,assistant,c6674747ccb8839077c1462b77c738a3e50fc0195de2113b3d8957daa7a92147,1024,225,1251,217,True
825,165,165,dolma3,system,85e239db7d96caa01739a9ca01aa8e599636a9b60f6d7cc330b0530e1865dc03,338,118,458,116,False
826,165,165,dolma3,user,85e239db7d96caa01739a9ca01aa8e599636a9b60f6d7cc330b0530e1865dc03,338,118,458,116,False
827,165,165,dolma3,tool,85e239db7d96caa01739a9ca01aa8e599636a9b60f6d7cc330b0530e1865dc03,338,120,461,116,False
828,165,165,dolma3,cot,85e239db7d96caa01739a9ca01aa8e599636a9b60f6d7cc330b0530e1865dc03,338,120,462,116,False
829,165,165,dolma3,assistant,85e239db7d96caa01739a9ca01aa8e599636a9b60f6d7cc330b0530e1865dc03,338,123,463,116,False
830,166,166,dolma3,system,0563fe6856f5559332a95da2e3dd99f526b6f8738966e0f027727d3a81b31ad3,965,4,971,1,False
831,166,166,dolma3,user,0563fe6856f5559332a95da2e3dd99f526b6f8738966e0f027727d3a81b31ad3,965,4,971,1,False
832,166,166,dolma3,tool,0563fe6856f5559332a95da2e3dd99f526b6f8738966e0f027727d3a81b31ad3,965,6,974,1,False
833,166,166,dolma3,cot,0563fe6856f5559332a95da2e3dd99f526b6f8738966e0f027727d3a81b31ad3,965,6,975,1,False
834,166,166,dolma3,assistant,0563fe6856f5559332a95da2e3dd99f526b6f8738966e0f027727d3a81b31ad3,965,9,976,1,False
835,167,167,dolma3,system,b6b288817bc301f78274c627e7b8dad9fde308f28a477155547edfa62b3ebac5,1024,48,1074,45,True
836,167,167,dolma3,user,b6b288817bc301f78274c627e7b8dad9fde308f28a477155547edfa62b3ebac5,1024,48,1074,45,True
837,167,167,dolma3,tool,b6b288817bc301f78274c627e7b8dad9fde308f28a477155547edfa62b3ebac5,1024,50,1078,45,True
838,167,167,dolma3,cot,b6b288817bc301f78274c627e7b8dad9fde308f28a477155547edfa62b3ebac5,1024,50,1079,45,True
